location,location_name
2086,OH - Ottawa County
2087,OH - Paulding County
2088,OH - Perry County
2089,OH - Pickaway County
2090,OH - Pike County
2091,OH - Portage County
2092,OH - Preble County
2093,OH - Putnam County
2094,OH - Richland County
2095,OH - Ross County
2096,OH - Sandusky County
2097,OH - Scioto County
2098,OH - Seneca County
2099,OH - Shelby County
2100,OH - Stark County
2101,OH - Summit County
2102,OH - Trumbull County
2103,OH - Tuscarawas County
2104,OH - Union County
2105,OH - Van Wert County
2106,OH - Vinton County
2107,OH - Warren County
2108,OH - Washington County
2109,OH - Wayne County
2110,OH - Williams County
2111,OH - Wood County
2112,OH - Wyandot County
2113,OK - Adair County
2114,OK - Alfalfa County
2115,OK - Atoka County
2116,OK - Beaver County
2117,OK - Beckham County
2118,OK - Blaine County
2119,OK - Bryan County
2120,OK - Caddo County
2121,OK - Canadian County
2122,OK - Carter County
2123,OK - Cherokee County
2124,OK - Choctaw County
2125,OK - Cimarron County
2126,OK - Cleveland County
2127,OK - Coal County
2128,OK - Comanche County
2129,OK - Cotton County
2130,OK - Craig County
2131,OK - Creek County
2132,OK - Custer County
2133,OK - Delaware County
2134,OK - Dewey County
2135,OK - Ellis County
2136,OK - Garfield County
2137,OK - Garvin County
2138,OK - Grady County
2139,OK - Grant County
2140,OK - Greer County
2141,OK - Harmon County
2142,OK - Harper County
2143,OK - Haskell County
2144,OK - Hughes County
2145,OK - Jackson County
2146,OK - Jefferson County
2147,OK - Johnston County
2148,OK - Kay County
2149,OK - Kingfisher County
2150,OK - Kiowa County
2151,OK - Latimer County
2152,OK - Le Flore County
2153,OK - Lincoln County
2154,OK - Logan County
2155,OK - Love County
2156,OK - McClain County
2157,OK - McCurtain County
2158,OK - McIntosh County
2159,OK - Major County
2160,OK - Marshall County
2161,OK - Mayes County
2162,OK - Murray County
2163,OK - Muskogee County
2164,OK - Noble County
2165,OK - Nowata County
2166,OK - Okfuskee County
2167,OK - Oklahoma County
2168,OK - Okmulgee County
2169,OK - Osage County
2170,OK - Ottawa County
2171,OK - Pawnee County
2172,OK - Payne County
2173,OK - Pittsburg County
2174,OK - Pontotoc County
2175,OK - Pottawatomie County
2176,OK - Pushmataha County
2177,OK - Roger Mills County
2178,OK - Rogers County
2179,OK - Seminole County
2180,OK - Sequoyah County
2181,OK - Stephens County
2182,OK - Texas County
2183,OK - Tillman County
2184,OK - Tulsa County
2185,OK - Wagoner County
2186,OK - Washington County
2187,OK - Washita County
2188,OK - Woods County
2189,OK - Woodward County
2190,OR - Baker County
2191,OR - Benton County
2192,OR - Clackamas County
2193,OR - Clatsop County
2194,OR - Columbia County
2195,OR - Coos County
2196,OR - Crook County
2197,OR - Curry County
2198,OR - Deschutes County
2199,OR - Douglas County
2200,OR - Gilliam County
2201,OR - Grant County
2202,OR - Harney County
2203,OR - Hood River County
2204,OR - Jackson County
2205,OR - Jefferson County
2206,OR - Josephine County
2207,OR - Klamath County
2208,OR - Lake County
2209,OR - Lane County
2210,OR - Lincoln County
2211,OR - Linn County
2212,OR - Malheur County
2213,OR - Marion County
2214,OR - Morrow County
2215,OR - Multnomah County
2216,OR - Polk County
2217,OR - Sherman County
2218,OR - Tillamook County
2219,OR - Umatilla County
2220,OR - Union County
2221,OR - Wallowa County
2222,OR - Wasco County
2223,OR - Washington County
2224,OR - Wheeler County
2225,OR - Yamhill County
2226,PA - Adams County
2227,PA - Allegheny County
2228,PA - Armstrong County
2229,PA - Beaver County
2230,PA - Bedford County
2231,PA - Berks County
2232,PA - Blair County
2233,PA - Bradford County
2234,PA - Bucks County
2235,PA - Butler County
2236,PA - Cambria County
2237,PA - Cameron County
2238,PA - Carbon County
2239,PA - Centre County
2240,PA - Chester County
2241,PA - Clarion County
2242,PA - Clearfield County
2243,PA - Clinton County
2244,PA - Columbia County
2245,PA - Crawford County
2246,PA - Cumberland County
2247,PA - Dauphin County
2248,PA - Delaware County
2249,PA - Elk County
2250,PA - Erie County
2251,PA - Fayette County
2252,PA - Forest County
2253,PA - Franklin County
2254,PA - Fulton County
2255,PA - Greene County
2256,PA - Huntingdon County
2257,PA - Indiana County
2258,PA - Jefferson County
2259,PA - Juniata County
2260,PA - Lackawanna County
2261,PA - Lancaster County
2262,PA - Lawrence County
2263,PA - Lebanon County
2264,PA - Lehigh County
2265,PA - Luzerne County
2266,PA - Lycoming County
2267,PA - McKean County
2268,PA - Mercer County
2269,PA - Mifflin County
2270,PA - Monroe County
2271,PA - Montgomery County
2272,PA - Montour County
2273,PA - Northampton County
2274,PA - Northumberland County
2275,PA - Perry County
2276,PA - Philadelphia County
2277,PA - Pike County
2278,PA - Potter County
2279,PA - Schuylkill County
2280,PA - Snyder County
2281,PA - Somerset County
2282,PA - Sullivan County
2283,PA - Susquehanna County
2284,PA - Tioga County
2285,PA - Union County
2286,PA - Venango County
2287,PA - Warren County
2288,PA - Washington County
2289,PA - Wayne County
2290,PA - Westmoreland County
2291,PA - Wyoming County
2292,PA - York County
2293,RI - Bristol County
2294,RI - Kent County
2295,RI - Newport County
2296,RI - Providence County
2297,RI - Washington County
2298,SC - Abbeville County
2299,SC - Aiken County
2300,SC - Allendale County
2301,SC - Anderson County
2302,SC - Bamberg County
2303,SC - Barnwell County
2304,SC - Beaufort County
2305,SC - Berkeley County
2306,SC - Calhoun County
2307,SC - Charleston County
2308,SC - Cherokee County
2309,SC - Chester County
2310,SC - Chesterfield County
2311,SC - Clarendon County
2312,SC - Colleton County
2313,SC - Darlington County
2314,SC - Dillon County
2315,SC - Dorchester County
2316,SC - Edgefield County
2317,SC - Fairfield County
2318,SC - Florence County
2319,SC - Georgetown County
2320,SC - Greenville County
2321,SC - Greenwood County
2322,SC - Hampton County
2323,SC - Horry County
2324,SC - Jasper County
2325,SC - Kershaw County
2326,SC - Lancaster County
2327,SC - Laurens County
2328,SC - Lee County
2329,SC - Lexington County
2330,SC - McCormick County
2331,SC - Marion County
2332,SC - Marlboro County
2333,SC - Newberry County
2334,SC - Oconee County
2335,SC - Orangeburg County
2336,SC - Pickens County
2337,SC - Richland County
2338,SC - Saluda County
2339,SC - Spartanburg County
2340,SC - Sumter County
2341,SC - Union County
2342,SC - Williamsburg County
2343,SC - York County
2344,SD - Aurora County
2345,SD - Beadle County
2346,SD - Bennett County
2347,SD - Bon Homme County
2348,SD - Brookings County
2349,SD - Brown County
2350,SD - Brule County
2351,SD - Buffalo County
2352,SD - Butte County
2353,SD - Campbell County
2354,SD - Charles Mix County
2355,SD - Clark County
2356,SD - Clay County
2357,SD - Codington County
2358,SD - Corson County
2359,SD - Custer County
2360,SD - Davison County
2361,SD - Day County
2362,SD - Deuel County
2363,SD - Dewey County
2364,SD - Douglas County
2365,SD - Edmunds County
2366,SD - Fall River County
2367,SD - Faulk County
2368,SD - Grant County
2369,SD - Gregory County
2370,SD - Haakon County
2371,SD - Hamlin County
2372,SD - Hand County
2373,SD - Hanson County
2374,SD - Harding County
2375,SD - Hughes County
2376,SD - Hutchinson County
2377,SD - Hyde County
2378,SD - Jerauld County
2379,SD - Jones County
2380,SD - Kingsbury County
2381,SD - Lake County
2382,SD - Lawrence County
2383,SD - Lincoln County
2384,SD - Lyman County
2385,SD - McCook County
2386,SD - McPherson County
2387,SD - Marshall County
2388,SD - Meade County
2389,SD - Mellette County
2390,SD - Miner County
2391,SD - Minnehaha County
2392,SD - Moody County
2393,SD - Pennington County
2394,SD - Perkins County
2395,SD - Potter County
2396,SD - Roberts County
2397,SD - Sanborn County
2398,"SD - Oglala Lakota County,SD - Shannon County"
2399,SD - Spink County
2400,SD - Stanley County
2401,SD - Sully County
2402,SD - Todd County
2403,SD - Tripp County
2404,SD - Turner County
2405,SD - Union County
2406,SD - Walworth County
2407,SD - Yankton County
2408,SD - Ziebach County
2409,"SD - Jackson County,SD - Washabaugh County"
2410,TN - Anderson County
2411,TN - Bedford County
2412,TN - Benton County
2413,TN - Bledsoe County
2414,TN - Blount County
2415,TN - Bradley County
2416,TN - Campbell County
2417,TN - Cannon County
2418,TN - Carroll County
2419,TN - Carter County
2420,TN - Cheatham County
2421,TN - Chester County
2422,TN - Claiborne County
2423,TN - Clay County
2424,TN - Cocke County
2425,TN - Coffee County
2426,TN - Crockett County
2427,TN - Cumberland County
2428,TN - Davidson County
2429,TN - Decatur County
2430,TN - DeKalb County
2431,TN - Dickson County
2432,TN - Dyer County
2433,TN - Fayette County
2434,TN - Fentress County
2435,TN - Franklin County
2436,TN - Gibson County
2437,TN - Giles County
2438,TN - Grainger County
2439,TN - Greene County
2440,TN - Grundy County
2441,TN - Hamblen County
2442,TN - Hamilton County
2443,TN - Hancock County
2444,TN - Hardeman County
2445,TN - Hardin County
2446,TN - Hawkins County
2447,TN - Haywood County
2448,TN - Henderson County
2449,TN - Henry County
2450,TN - Hickman County
2451,TN - Houston County
2452,TN - Humphreys County
2453,TN - Jackson County
2454,TN - Jefferson County
2455,TN - Johnson County
2456,TN - Knox County
2457,TN - Lake County
2458,TN - Lauderdale County
2459,TN - Lawrence County
2460,TN - Lewis County
2461,TN - Lincoln County
2462,TN - Loudon County
2463,TN - McMinn County
2464,TN - McNairy County
2465,TN - Macon County
2466,TN - Madison County
2467,TN - Marion County
2468,TN - Marshall County
2469,TN - Maury County
2470,TN - Meigs County
2471,TN - Monroe County
2472,TN - Montgomery County
2473,TN - Moore County
2474,TN - Morgan County
2475,TN - Obion County
2476,TN - Overton County
2477,TN - Perry County
2478,TN - Pickett County
2479,TN - Polk County
2480,TN - Putnam County
2481,TN - Rhea County
2482,TN - Roane County
2483,TN - Robertson County
2484,TN - Rutherford County
2485,TN - Scott County
2486,TN - Sequatchie County
2487,TN - Sevier County
2488,TN - Shelby County
2489,TN - Smith County
2490,TN - Stewart County
2491,TN - Sullivan County
2492,TN - Sumner County
2493,TN - Tipton County
2494,TN - Trousdale County
2495,TN - Unicoi County
2496,TN - Union County
2497,TN - Van Buren County
2498,TN - Warren County
2499,TN - Washington County
2500,TN - Wayne County
2501,TN - Weakley County
2502,TN - White County
2503,TN - Williamson County
2504,TN - Wilson County
2505,TX - Anderson County
2506,TX - Andrews County
2507,TX - Angelina County
2508,TX - Aransas County
2509,TX - Archer County
2510,TX - Armstrong County
2511,TX - Atascosa County
2512,TX - Austin County
2513,TX - Bailey County
2514,TX - Bandera County
2515,TX - Bastrop County
2516,TX - Baylor County
2517,TX - Bee County
2518,TX - Bell County
2519,TX - Bexar County
2520,TX - Blanco County
2521,TX - Borden County
2522,TX - Bosque County
2523,TX - Bowie County
2524,TX - Brazoria County
2525,TX - Brazos County
2526,TX - Brewster County
2527,TX - Briscoe County
2528,TX - Brooks County
2529,TX - Brown County
2530,TX - Burleson County
2531,TX - Burnet County
2532,TX - Caldwell County
2533,TX - Calhoun County
2534,TX - Callahan County
2535,TX - Cameron County
2536,TX - Camp County
2537,TX - Carson County
2538,TX - Cass County
2539,TX - Castro County
2540,TX - Chambers County
2541,TX - Cherokee County
2542,TX - Childress County
2543,TX - Clay County
2544,TX - Cochran County
2545,TX - Coke County
2546,TX - Coleman County
2547,TX - Collin County
2548,TX - Collingsworth County
2549,TX - Colorado County
2550,TX - Comal County
2551,TX - Comanche County
2552,TX - Concho County
2553,TX - Cooke County
2554,TX - Coryell County
2555,TX - Cottle County
2556,TX - Crane County
2557,TX - Crockett County
2558,TX - Crosby County
2559,TX - Culberson County
2560,TX - Dallam County
2561,TX - Dallas County
2562,TX - Dawson County
2563,TX - Deaf Smith County
2564,TX - Delta County
2565,TX - Denton County
2566,TX - DeWitt County
2567,TX - Dickens County
2568,TX - Dimmit County
2569,TX - Donley County
2570,TX - Duval County
2571,TX - Eastland County
2572,TX - Ector County
2573,TX - Edwards County
2574,TX - Ellis County
2575,TX - El Paso County
2576,TX - Erath County
2577,TX - Falls County
2578,TX - Fannin County
2579,TX - Fayette County
2580,TX - Fisher County
2581,TX - Floyd County
2582,TX - Foard County
2583,TX - Fort Bend County
2584,TX - Franklin County
2585,TX - Freestone County
2586,TX - Frio County
2587,TX - Gaines County
2588,TX - Galveston County
2589,TX - Garza County
2590,TX - Gillespie County
2591,TX - Glasscock County
2592,TX - Goliad County
2593,TX - Gonzales County
2594,TX - Gray County
2595,TX - Grayson County
2596,TX - Gregg County
2597,TX - Grimes County
2598,TX - Guadalupe County
2599,TX - Hale County
2600,TX - Hall County
2601,TX - Hamilton County
2602,TX - Hansford County
2603,TX - Hardeman County
2604,TX - Hardin County
2605,TX - Harris County
2606,TX - Harrison County
2607,TX - Hartley County
2608,TX - Haskell County
2609,TX - Hays County
2610,TX - Hemphill County
2611,TX - Henderson County
2612,TX - Hidalgo County
2613,TX - Hill County
2614,TX - Hockley County
2615,TX - Hood County
2616,TX - Hopkins County
2617,TX - Houston County
2618,TX - Howard County
2619,TX - Hudspeth County
2620,TX - Hunt County
2621,TX - Hutchinson County
2622,TX - Irion County
2623,TX - Jack County
2624,TX - Jackson County
2625,TX - Jasper County
2626,TX - Jeff Davis County
2627,TX - Jefferson County
2628,TX - Jim Hogg County
2629,TX - Jim Wells County
2630,TX - Johnson County
2631,TX - Jones County
2632,TX - Karnes County
2633,TX - Kaufman County
2634,TX - Kendall County
2635,TX - Kenedy County
2636,TX - Kent County
2637,TX - Kerr County
2638,TX - Kimble County
2639,TX - King County
2640,TX - Kinney County
2641,TX - Kleberg County
2642,TX - Knox County
2643,TX - Lamar County
2644,TX - Lamb County
2645,TX - Lampasas County
2646,TX - La Salle County
2647,TX - Lavaca County
2648,TX - Lee County
2649,TX - Leon County
2650,TX - Liberty County
2651,TX - Limestone County
2652,TX - Lipscomb County
2653,TX - Live Oak County
2654,TX - Llano County
2655,TX - Loving County
2656,TX - Lubbock County
2657,TX - Lynn County
2658,TX - McCulloch County
2659,TX - McLennan County
2660,TX - McMullen County
2661,TX - Madison County
2662,TX - Marion County
2663,TX - Martin County
2664,TX - Mason County
2665,TX - Matagorda County
2666,TX - Maverick County
2667,TX - Medina County
2668,TX - Menard County
2669,TX - Midland County
2670,TX - Milam County
2671,TX - Mills County
2672,TX - Mitchell County
2673,TX - Montague County
2674,TX - Montgomery County
2675,TX - Moore County
2676,TX - Morris County
2677,TX - Motley County
2678,TX - Nacogdoches County
2679,TX - Navarro County
2680,TX - Newton County
2681,TX - Nolan County
2682,TX - Nueces County
2683,TX - Ochiltree County
2684,TX - Oldham County
2685,TX - Orange County
2686,TX - Palo Pinto County
2687,TX - Panola County
2688,TX - Parker County
2689,TX - Parmer County
2690,TX - Pecos County
2691,TX - Polk County
2692,TX - Potter County
2693,TX - Presidio County
2694,TX - Rains County
2695,TX - Randall County
2696,TX - Reagan County
2697,TX - Real County
2698,TX - Red River County
2699,TX - Reeves County
2700,TX - Refugio County
2701,TX - Roberts County
2702,TX - Robertson County
2703,TX - Rockwall County
2704,TX - Runnels County
2705,TX - Rusk County
2706,TX - Sabine County
2707,TX - San Augustine County
2708,TX - San Jacinto County
2709,TX - San Patricio County
2710,TX - San Saba County
2711,TX - Schleicher County
2712,TX - Scurry County
2713,TX - Shackelford County
2714,TX - Shelby County
2715,TX - Sherman County
2716,TX - Smith County
2717,TX - Somervell County
2718,TX - Starr County
2719,TX - Stephens County
2720,TX - Sterling County
2721,TX - Stonewall County
2722,TX - Sutton County
2723,TX - Swisher County
2724,TX - Tarrant County
2725,TX - Taylor County
2726,TX - Terrell County
2727,TX - Terry County
2728,TX - Throckmorton County
2729,TX - Titus County
2730,TX - Tom Green County
2731,TX - Travis County
2732,TX - Trinity County
2733,TX - Tyler County
2734,TX - Upshur County
2735,TX - Upton County
2736,TX - Uvalde County
2737,TX - Val Verde County
2738,TX - Van Zandt County
2739,TX - Victoria County
2740,TX - Walker County
2741,TX - Waller County
2742,TX - Ward County
2743,TX - Washington County
2744,TX - Webb County
2745,TX - Wharton County
2746,TX - Wheeler County
2747,TX - Wichita County
2748,TX - Wilbarger County
2749,TX - Willacy County
2750,TX - Williamson County
2751,TX - Wilson County
2752,TX - Winkler County
2753,TX - Wise County
2754,TX - Wood County
2755,TX - Yoakum County
2756,TX - Young County
2757,TX - Zapata County
2758,TX - Zavala County
2759,UT - Beaver County
2760,UT - Box Elder County
2761,UT - Cache County
2762,UT - Carbon County
2763,UT - Daggett County
2764,UT - Davis County
2765,UT - Duchesne County
2766,UT - Emery County
2767,UT - Garfield County
2768,UT - Grand County
2769,UT - Iron County
2770,UT - Juab County
2771,UT - Kane County
2772,UT - Millard County
2773,UT - Morgan County
2774,UT - Piute County
2775,UT - Rich County
2776,UT - Salt Lake County
2777,UT - San Juan County
2778,UT - Sanpete County
2779,UT - Sevier County
2780,UT - Summit County
2781,UT - Tooele County
2782,UT - Uintah County
2783,UT - Utah County
2784,UT - Wasatch County
2785,UT - Washington County
2786,UT - Wayne County
2787,UT - Weber County
2788,VT - Addison County
2789,VT - Bennington County
2790,VT - Caledonia County
2791,VT - Chittenden County
2792,VT - Essex County
2793,VT - Franklin County
2794,VT - Grand Isle County
2795,VT - Lamoille County
2796,VT - Orange County
2797,VT - Orleans County
2798,VT - Rutland County
2799,VT - Washington County
2800,VT - Windham County
2801,VT - Windsor County
2802,VA - Accomack County
2803,VA - Amelia County
2804,VA - Amherst County
2805,VA - Appomattox County
2806,VA - Arlington County
2807,VA - Bath County
2808,VA - Bland County
2809,VA - Botetourt County
2810,VA - Brunswick County
2811,VA - Buchanan County
2812,VA - Buckingham County
2813,VA - Campbell County
2814,VA - Caroline County
2815,VA - Carroll County
2816,VA - Charles City County
2817,VA - Charlotte County
2818,VA - Chesterfield County
2819,VA - Clarke County
2820,VA - Craig County
2821,VA - Culpeper County
2822,VA - Cumberland County
2823,VA - Dickenson County
2824,VA - Dinwiddie County
2825,VA - Essex County
2826,VA - Fauquier County
2827,VA - Floyd County
2828,VA - Fluvanna County
2829,VA - Franklin County
2830,VA - Frederick County
2831,VA - Giles County
2832,VA - Gloucester County
2833,VA - Goochland County
2834,VA - Grayson County
2835,VA - Greene County
2836,VA - Hanover County
2837,VA - Henrico County
2838,VA - Henry County
2839,VA - Highland County
2840,VA - Isle of Wight County
2841,VA - King and Queen County
2842,VA - King George County
2843,VA - King William County
2844,VA - Lancaster County
2845,VA - Lee County
2846,VA - Loudoun County
2847,VA - Louisa County
2848,VA - Lunenburg County
2849,VA - Madison County
2850,VA - Mathews County
2851,VA - Mecklenburg County
2852,VA - Middlesex County
2853,VA - Montgomery County
2854,VA - Nelson County
2855,VA - New Kent County
2856,VA - Northampton County
2857,VA - Northumberland County
2858,VA - Nottoway County
2859,VA - Orange County
2860,VA - Page County
2861,VA - Patrick County
2862,VA - Powhatan County
2863,VA - Prince Edward County
2864,VA - Prince George County
2865,VA - Pulaski County
2866,VA - Rappahannock County
2867,VA - Richmond County
2868,VA - Roanoke County
2869,VA - Russell County
2870,VA - Scott County
2871,VA - Shenandoah County
2872,VA - Smyth County
2873,VA - Stafford County
2874,VA - Surry County
2875,VA - Sussex County
2876,VA - Tazewell County
2877,VA - Warren County
2878,VA - Washington County
2879,VA - Westmoreland County
2880,VA - Wise County
2881,VA - Wythe County
2882,VA - Alexandria City
2883,VA - Bristol City
2884,VA - Chesapeake City
2885,VA - Colonial Heights City
2886,VA - Covington City
2887,VA - Falls Church City
2888,VA - Galax City
2889,VA - Hampton City
2890,VA - Hopewell City
2891,VA - Lexington City
2892,VA - Lynchburg City
2893,VA - Martinsville City
2894,VA - Norfolk City
2895,VA - Norton City
2896,VA - Petersburg City
2897,VA - Poquoson City
2898,VA - Portsmouth City
2899,VA - Radford City
2900,VA - Richmond City
2901,VA - Roanoke City
2902,VA - Salem City
2903,VA - Suffolk City
2904,VA - Virginia Beach City
2905,VA - Winchester City
2906,"VA - Fairfax County,VA - Fairfax City"
2907,"VA - Rockingham County,VA - Harrisonburg City"
2908,"VA - James City County,VA - Williamsburg City"
2909,"VA - Prince William County,VA - Manassas City,VA - Manassas Park City"
2910,"VA - Rockbridge County,VA - Buena Vista City"
2911,"VA - Spotsylvania County,VA - Fredericksburg City"
2912,"VA - Augusta County,VA - Staunton City,VA - Waynesboro City"
2913,"VA - Pittsylvania County,VA - Danville City"
2914,"VA - Greensville County,VA - Emporia City"
2915,"VA - Albemarle County,VA - Charlottesville City"
2916,"VA - Bedford County,VA - Bedford City"
2917,"VA - Halifax County,VA - South Boston City"
2918,"VA - Southampton County,VA - Franklin City"
2919,"VA - Alleghany County,VA - Clifton Forge City"
2920,"VA - York County,VA - Newport News City"
2921,WA - Adams County
2922,WA - Asotin County
2923,WA - Benton County
2924,WA - Chelan County
2925,WA - Clallam County
2926,WA - Clark County
2927,WA - Columbia County
2928,WA - Cowlitz County
2929,WA - Douglas County
2930,WA - Ferry County
2931,WA - Franklin County
2932,WA - Garfield County
2933,WA - Grant County
2934,WA - Grays Harbor County
2935,WA - Island County
2936,WA - Jefferson County
2937,WA - King County
2938,WA - Kitsap County
2939,WA - Kittitas County
2940,WA - Klickitat County
2941,WA - Lewis County
2942,WA - Lincoln County
2943,WA - Mason County
2944,WA - Okanogan County
2945,WA - Pacific County
2946,WA - Pend Oreille County
2947,WA - Pierce County
2948,WA - San Juan County
2949,WA - Skagit County
2950,WA - Skamania County
2951,WA - Snohomish County
2952,WA - Spokane County
2953,WA - Stevens County
2954,WA - Thurston County
2955,WA - Wahkiakum County
2956,WA - Walla Walla County
2957,WA - Whatcom County
2958,WA - Whitman County
2959,WA - Yakima County
2960,WV - Barbour County
2961,WV - Berkeley County
2962,WV - Boone County
2963,WV - Braxton County
2964,WV - Brooke County
2965,WV - Cabell County
2966,WV - Calhoun County
2967,WV - Clay County
2968,WV - Doddridge County
2969,WV - Fayette County
2970,WV - Gilmer County
2971,WV - Grant County
2972,WV - Greenbrier County
2973,WV - Hampshire County
2974,WV - Hancock County
2975,WV - Hardy County
2976,WV - Harrison County
2977,WV - Jackson County
2978,WV - Jefferson County
2979,WV - Kanawha County
2980,WV - Lewis County
2981,WV - Lincoln County
2982,WV - Logan County
2983,WV - McDowell County
2984,WV - Marion County
2985,WV - Marshall County
2986,WV - Mason County
2987,WV - Mercer County
2988,WV - Mineral County
2989,WV - Mingo County
2990,WV - Monongalia County
2991,WV - Monroe County
2992,WV - Morgan County
2993,WV - Nicholas County
2994,WV - Ohio County
2995,WV - Pendleton County
2996,WV - Pleasants County
2997,WV - Pocahontas County
2998,WV - Preston County
2999,WV - Putnam County
3000,WV - Raleigh County
3001,WV - Randolph County
3002,WV - Ritchie County
3003,WV - Roane County
3004,WV - Summers County
3005,WV - Taylor County
3006,WV - Tucker County
3007,WV - Tyler County
3008,WV - Upshur County
3009,WV - Wayne County
3010,WV - Webster County
3011,WV - Wetzel County
3012,WV - Wirt County
3013,WV - Wood County
3014,WV - Wyoming County
3015,WI - Adams County
3016,WI - Ashland County
3017,WI - Barron County
3018,WI - Bayfield County
3019,WI - Brown County
3020,WI - Buffalo County
3021,WI - Burnett County
3022,WI - Calumet County
3023,WI - Chippewa County
3024,WI - Clark County
3025,WI - Columbia County
3026,WI - Crawford County
3027,WI - Dane County
3028,WI - Dodge County
3029,WI - Door County
3030,WI - Douglas County
3031,WI - Dunn County
3032,WI - Eau Claire County
3033,WI - Florence County
3034,WI - Fond du Lac County
3035,WI - Forest County
3036,WI - Grant County
3037,WI - Green County
3038,WI - Green Lake County
3039,WI - Iowa County
3040,WI - Iron County
3041,WI - Jackson County
3042,WI - Jefferson County
3043,WI - Juneau County
3044,WI - Kenosha County
3045,WI - Kewaunee County
3046,WI - La Crosse County
3047,WI - Lafayette County
3048,WI - Langlade County
3049,WI - Lincoln County
3050,WI - Manitowoc County
3051,WI - Marathon County
3052,WI - Marinette County
3053,WI - Marquette County
3054,WI - Menominee County
3055,WI - Milwaukee County
3056,WI - Monroe County
3057,WI - Oconto County
3058,WI - Oneida County
3059,WI - Outagamie County
3060,WI - Ozaukee County
3061,WI - Pepin County
3062,WI - Pierce County
3063,WI - Polk County
3064,WI - Portage County
3065,WI - Price County
3066,WI - Racine County
3067,WI - Richland County
3068,WI - Rock County
3069,WI - Rusk County
3070,WI - Saint Croix County
3071,WI - Sauk County
3072,WI - Sawyer County
3073,WI - Shawano County
3074,WI - Sheboygan County
3075,WI - Taylor County
3076,WI - Trempealeau County
3077,WI - Vernon County
3078,WI - Vilas County
3079,WI - Walworth County
3080,WI - Washburn County
3081,WI - Washington County
3082,WI - Waukesha County
3083,WI - Waupaca County
3084,WI - Waushara County
3085,WI - Winnebago County
3086,WI - Wood County
3087,WY - Albany County
3088,WY - Big Horn County
3089,WY - Campbell County
3090,WY - Carbon County
3091,WY - Converse County
3092,WY - Crook County
3093,WY - Fremont County
3094,WY - Goshen County
3095,WY - Hot Springs County
3096,WY - Johnson County
3097,WY - Laramie County
3098,WY - Lincoln County
3099,WY - Natrona County
3100,WY - Niobrara County
3101,WY - Park County
3102,WY - Platte County
3103,WY - Sheridan County
3104,WY - Sublette County
3105,WY - Sweetwater County
3106,WY - Teton County
3107,WY - Uinta County
3108,WY - Washakie County
3109,WY - Weston County
